event_type,priority,requires_road_closure,hour,day_of_week,latitude,longitude,resolution_time_min,severity
unplanned,High,0,3,2,12.9641056,77.5825203,8282.429940516666,3
unplanned,High,0,1,2,12.974757,77.5657216,133.27503806666667,3
unplanned,High,0,1,2,12.9640011,77.5836093,170.04985643333333,3
unplanned,High,0,4,2,12.9480512,77.5343585,47.68990556666667,2
unplanned,High,0,3,2,12.9245654,77.6739287,124.56673463333333,3
unplanned,Low,0,21,3,13.0078566,77.5920655,8.620181266666666,0
unplanned,Low,1,21,3,13.0035862,77.5721203,11.181571216666667,0
unplanned,High,0,21,3,12.9854129,77.5941024,6.862446716666667,2
unplanned,Low,1,21,3,12.9272622,77.5806774,5.1106294666666665,0
unplanned,Low,1,21,3,13.0022504,77.5722138,8761.173063133332,2
unplanned,High,0,3,2,13.0369808,77.5895122,144.57197663333332,3
unplanned,Low,0,3,2,12.9169077,77.5737827,132.64082918333332,2
unplanned,High,0,22,3,12.9047066,77.6016042,5.20683595,2
unplanned,High,0,22,3,12.9047995,77.6017019,3.920129,2
unplanned,High,0,22,3,12.9774707,77.5457303,2.1134930666666665,2
unplanned,High,0,22,3,12.904781,77.6015741,4.683621133333333,2
unplanned,High,0,5,2,12.9238693,77.5536044,141.02791743333333,3
unplanned,Low,0,7,2,12.9585656,77.5932824,4.101002116666667,0
unplanned,Low,0,22,3,12.95836,77.5776317,127.67863055,2
unplanned,High,0,22,3,13.0331905,77.5901915,545.3734030166667,3
unplanned,Low,1,20,3,12.9360494,77.6154975,124.6776196,2
unplanned,High,0,22,3,12.9784088,77.6285392,5.652748266666666,2
unplanned,Low,0,22,3,12.9873237,77.6037885,17.72307465,0
unplanned,High,0,22,3,13.0190323,77.654465,167.26635851666666,3
unplanned,High,0,5,2,13.0446713,77.5828869,167.42314393333334,3
unplanned,High,0,6,2,12.9119892,77.6254956,140.03588296666666,3
unplanned,High,0,5,2,12.9893579,77.5064443,159.3950219,3
unplanned,High,0,19,3,13.0152581,77.5639687,166.0362297,3
unplanned,Low,1,23,3,12.9392829,77.5596125,61.79462865,1
unplanned,High,0,8,2,12.9614398,77.5600867,102.3569732,3
unplanned,High,0,8,2,12.9194445,77.6215536,150.17258636666665,3
unplanned,Low,0,11,2,13.0501731,77.4947759,7.721159566666667,0
unplanned,Low,0,16,2,12.8400906,77.6764868,113.94382151666667,1
unplanned,High,0,19,2,13.042636,77.5147881,82.66359765,3
unplanned,High,0,19,2,12.9110914,77.6001308,138.64549821666665,3
unplanned,Low,0,20,2,12.9698017,77.7319617,1.9610535166666667,0
unplanned,High,0,20,2,13.114305,77.60655,102.53794968333334,3
unplanned,High,0,20,2,12.9900159,77.5025425,106.48373361666667,3
unplanned,High,0,19,2,13.0424443,77.5147257,81.29933503333334,3
unplanned,High,1,19,2,12.9216832,77.6199372,75.3592525,3
unplanned,High,0,20,2,13.0427379,77.5892891,163.93256925,3
unplanned,High,0,20,2,13.0308555,77.5359082,177.36515820000002,3
unplanned,Low,1,0,6,13.0161873,77.7093516,365.2268505833334,2
planned,High,0,21,2,12.9693576,77.7006406,750.7203447333334,3
unplanned,Low,0,21,3,12.9625526,77.5916298,120.15279556666665,2
unplanned,Low,0,23,3,12.9893817,77.5927844,12.022658016666666,0
unplanned,High,0,23,3,12.938565,77.6979933,49.972616783333336,2
unplanned,High,1,23,3,12.9690624,77.5872736,111.6212591,3
unplanned,Low,0,21,2,12.9173038,77.5882958,145.93000185,2
unplanned,High,0,21,2,12.9144686,77.5650362,2.1028608833333333,2
unplanned,High,0,21,2,12.9144815,77.5650493,3.641591716666667,2
unplanned,High,0,19,2,12.9113626,77.5999548,155.72685905,3
unplanned,High,0,21,2,12.9353705,77.5182037,151.86904338333335,3
unplanned,Low,1,23,3,12.9216444,77.5940415,17.459649216666666,0
unplanned,High,0,22,2,12.9246541,77.6497438,154.7922888,3
unplanned,High,0,22,2,12.9145147,77.5649877,10.387521483333334,2
unplanned,High,0,22,2,12.9145447,77.5650079,10.163398133333335,2
unplanned,Low,0,20,2,12.9635928,77.6263774,127.98520488333334,2
unplanned,High,0,20,2,13.0310785,77.5357035,125.05415016666667,3
unplanned,High,0,0,4,12.8700974,77.6533824,52.83199456666667,2
planned,High,0,22,2,12.9762232,77.6016656,22.63651893333333,2
unplanned,High,0,6,3,12.9211317,77.6627683,9653.8610076,3
unplanned,Low,0,22,3,12.9832059,77.5766759,142.58938508333333,2
unplanned,Low,0,0,4,12.9793286,77.5105419,81.46960444999999,1
unplanned,High,0,23,2,12.94819783,77.53467664,15.3042995,2
unplanned,Low,1,0,4,13.022765,77.6014354,178.15932105,2
unplanned,Low,0,21,3,13.0071299,77.5267687,172.9627589,2
planned,High,0,0,3,13.1511992,77.620242,31.910260883333333,2
unplanned,High,0,22,3,13.0264,77.544019,152.69334681666666,3
unplanned,Low,0,21,0,13.1212507,77.6179465,1510.57253935,2
unplanned,High,0,0,4,12.9895389,77.5057545,3.2494231166666667,2
unplanned,High,0,22,2,12.9245044,77.6502426,150.54119953333333,3
unplanned,Low,0,0,3,12.9664142,77.5125512,11.80107465,0
unplanned,High,0,1,4,12.9758786,77.5643384,24.504338233333332,2
unplanned,High,0,1,3,12.9641027,77.5700324,129.08583753333335,3
unplanned,Low,0,5,3,12.9124656,77.5805324,1228.0686473666667,2
unplanned,High,0,23,2,12.9228317,77.6575101,165.82003893333334,3
unplanned,High,0,1,3,13.0378641,77.5222897,86.29591815,3
unplanned,High,0,2,4,12.9583476,77.5547336,179.1950364,3
unplanned,High,0,0,3,12.8895087,77.6408236,146.64718006666666,3
unplanned,High,0,0,3,12.8895337,77.640687,140.4504338,3
unplanned,Low,0,0,4,12.9847423,77.574706,164.98865578333334,2
unplanned,Low,0,1,4,13.0229252,77.5099725,123.77457938333333,2
unplanned,High,0,0,3,12.8894616,77.6407007,137.94471745,3
unplanned,High,0,2,3,13.0436683,77.6067467,18.84050655,2
unplanned,High,0,3,3,13.0145688,77.5835164,23.641425966666667,2
unplanned,High,0,4,4,13.0186759,77.5588615,36.504006333333336,2
unplanned,High,1,4,4,12.9494883,77.5368741,23.382822833333332,2
unplanned,Low,0,4,4,13.0229482,77.601028,104.21347743333334,1
unplanned,High,0,2,3,12.9928917,77.5854867,86.29412574999999,3
unplanned,High,0,4,4,12.9625233,77.6415686,70.8526748,3
unplanned,High,0,3,3,13.0976738,77.5990251,128.30212975,3
unplanned,High,0,4,3,13.1151883,77.6067482,147.63610265,3
planned,Low,0,4,4,13.07835,77.502205,3.1267288833333335,0
unplanned,High,0,4,4,12.984191,77.5972223,5.172235466666667,2
unplanned,High,0,1,4,12.97447,77.5492,169.25588716666667,3
unplanned,High,0,4,4,12.9842204,77.597142,4.251081166666667,2
unplanned,Low,0,5,4,13.0488954,77.4970171,34.665252366666664,0
unplanned,High,0,4,4,12.9891874,77.5070709,72.9697583,3
unplanned,Low,0,2,3,12.9160564,77.6160829,127.41030338333333,2
unplanned,High,0,4,3,13.16120295,77.62691818,60.798384383333335,3
unplanned,High,0,1,3,12.9532283,77.538385,171.48514136666665,3
unplanned,High,0,5,3,12.8569988,77.5889807,119.59072880000001,3
unplanned,Low,0,3,3,12.9446407,77.5969852,78.98550595,1
unplanned,High,0,2,3,13.0407502,77.5174141,166.43434195,3
unplanned,High,0,5,4,13.0414238,77.545608,138.03128305,3
unplanned,High,0,5,3,12.95983785,77.64811735,28.376774483333335,2
unplanned,High,0,6,3,13.0446065,77.5828293,152.75523351666666,3
unplanned,Low,0,5,4,12.9197329,77.5835635,93.05635131666666,1
unplanned,High,0,6,3,12.9886918,77.519831,123.25208876666667,3
unplanned,High,0,3,3,12.9595376,77.5557817,158.15932753333334,3
unplanned,Low,0,5,4,12.993901,77.6190564,170.19778896666668,2
unplanned,High,0,3,3,12.9988047,77.5839954,178.87648195,3
unplanned,High,0,6,3,12.8885722,77.640446,11.49699995,2
unplanned,Low,0,5,4,13.0450698,77.6440587,9655.520589099999,2
unplanned,High,0,7,3,12.9541849,77.5435568,66.23017465000001,3
unplanned,Low,0,6,4,12.9679023,77.5680413,199.88949181666666,2
unplanned,Low,0,7,3,12.9895932,77.5723117,158.53471071666667,2
unplanned,Low,0,6,3,13.0522674,77.4879449,1.76867005,0
unplanned,High,0,6,3,13.0446065,77.5828293,152.75484856666665,3
unplanned,Low,0,1,5,12.8733932,77.6251719,1.8152416166666667,0
unplanned,Low,0,1,5,12.8732959,77.6248843,0.5895915333333334,0
unplanned,High,0,8,3,12.9013118,77.6322397,75.03727443333334,3
unplanned,High,0,8,3,12.972653,77.6185064,167.80346241666666,3
unplanned,High,0,6,4,13.0379483,77.6257684,43.87439846666667,2
unplanned,Low,0,4,4,12.9415222,77.5603107,154.14962186666668,2
planned,High,1,11,3,12.965034,77.5747048,9.785657149999999,2
unplanned,Low,0,3,4,12.9904041,77.5993848,179.2772513,2
unplanned,Low,0,13,3,12.9915317,77.7140583,253.00868371666667,2
unplanned,High,0,15,3,12.9450066,77.5274017,145.40361381666668,3
unplanned,High,0,18,3,13.114945,77.60684,160.13726563333333,3
unplanned,High,0,20,3,13.0176948,77.553788,22.174727083333334,2
planned,High,0,20,3,12.9694199,77.7006686,776.7549893333332,3
unplanned,Low,0,19,5,12.8893347,77.5379823,11.769771200000001,0
unplanned,Low,0,23,0,12.9514566,77.6214627,13.7809104,0
unplanned,Low,0,23,0,12.9514586,77.6214633,13.337446283333332,0
unplanned,Low,0,23,0,12.9513718,77.621369,4.747349266666666,0
planned,High,0,20,3,12.9643399,77.5855341,51.01121861666666,2
unplanned,Low,0,23,5,12.9800987,77.6655755,5.64293845,0
unplanned,Low,1,7,4,12.9441328,77.5010682,105.48940756666666,1
unplanned,Low,0,7,4,12.8785528,77.6720521,2198.129693766667,2
unplanned,High,0,21,3,12.9643404,77.5855854,57.51257438333334,2
unplanned,Low,0,7,4,12.8785573,77.6719048,2195.455855816667,2
unplanned,High,0,5,4,13.044562,77.583011,140.68243668333335,3
unplanned,High,0,22,3,13.0317076,77.5355328,123.25879735,3
unplanned,High,0,21,3,13.0451384,77.5070153,33.33879541666667,2
unplanned,High,0,7,4,12.9474732,77.5340694,39.6093981,2
unplanned,Low,0,20,3,12.850847,77.6685139,153.69220061666667,2
unplanned,Low,0,21,3,13.0623222,77.459163,130.8978013,2
planned,Low,1,22,3,12.860655,77.4311029,23.388425666666667,0
unplanned,High,0,7,4,13.0355513,77.5265219,10.150965166666667,2
unplanned,Low,1,8,4,12.92335,77.58296,66.3340463,1
unplanned,High,0,23,3,12.9390583,77.6946217,19.115834,2
unplanned,Low,0,8,4,12.8509801,77.6601903,64.12170315,1
unplanned,Low,1,0,4,13.0817559,77.5482378,3.8479550500000004,0
unplanned,High,0,0,4,12.9891497,77.5077437,125.60703695000001,3
unplanned,Low,1,1,4,13.0145576,77.5696436,42.96236663333333,0
unplanned,Low,1,8,4,12.9232313,77.5904837,41.898749116666664,0
unplanned,High,0,22,3,13.0357481,77.6283566,169.92076129999998,3
unplanned,Low,0,22,3,12.8196613,77.6877212,164.07028266666666,2
unplanned,Low,0,4,4,12.9697862,77.7499252,1107.1190462833333,2
unplanned,Low,0,3,4,12.9228111,77.7365506,87.31756581666667,1
unplanned,High,0,4,4,12.971535,77.5941929,177.06836433333334,3
unplanned,High,0,8,4,12.96652735,77.60810502,66.13607151666666,3
unplanned,High,0,4,4,12.926187,77.6772301,13.551236183333334,2
unplanned,High,0,8,4,13.0077773,77.5838076,165.17230441666666,3
unplanned,High,0,5,4,12.9750878,77.5481342,121.563736,3
unplanned,High,0,5,4,13.029877,77.5377738,30.63011775,2
unplanned,High,0,6,4,12.9340271,77.6892659,166.68533233333335,3
unplanned,Low,0,6,4,12.8353407,77.6791817,18.7735204,0
unplanned,Low,0,6,4,12.9163498,77.6122067,77.0688961,1
unplanned,Low,0,5,4,12.9948294,77.6040054,179.13081746666666,2
unplanned,High,0,9,4,12.9634765,77.6415675,12.697513383333334,2
unplanned,High,0,6,4,13.0775201,77.5924027,100.99084038333334,3
unplanned,High,0,5,4,13.0445011,77.5830561,143.15353670000002,3
unplanned,High,0,4,4,12.9754467,77.548252,160.05699438333335,3
unplanned,High,0,4,4,12.960507,77.5575071,158.26627711666666,3
unplanned,High,0,5,4,12.9963786,77.584919,124.02765088333334,3
unplanned,High,0,7,4,12.9976941,77.584432,167.0644484,3
unplanned,Low,0,9,4,12.9616717,77.6308433,820.8788695333334,2
unplanned,Low,0,13,4,13.075025,77.4360233,31.917405233333334,0
unplanned,Low,1,13,4,13.07838,77.427995,22.151704933333335,0
unplanned,Low,0,14,4,13.067431,77.4509417,21.8535315,0
unplanned,High,0,7,4,13.0565314,77.5934723,173.7725975,3
unplanned,High,1,9,4,13.0252215,77.5854385,78.10324393333333,3
unplanned,Low,0,14,4,13.0624083,77.459675,131.36626765,2
unplanned,Low,0,11,4,13.0525889,77.4882603,22.88492443333333,0
unplanned,Low,0,10,4,12.9827733,77.5622665,25.367629383333334,0
unplanned,Low,0,11,4,13.0517275,77.4890823,21.77471265,0
unplanned,Low,0,8,4,12.8764512,77.6715527,177.26282465,2
unplanned,Low,0,8,4,12.8912876,77.6260666,172.52873961666668,2
unplanned,Low,0,11,4,13.0519799,77.489572,24.210323083333332,0
unplanned,High,0,18,4,12.9520875,77.5407653,15.771932999999999,2
unplanned,High,0,11,4,13.0300435,77.5375531,160.97503673333333,3
unplanned,High,0,19,4,12.9595784,77.6492766,35.956496816666665,2
unplanned,High,0,18,4,13.0426261,77.5148623,3.2873561,2
unplanned,High,0,19,4,12.9557117,77.6916217,27.47141106666667,2
unplanned,High,0,20,4,12.9379783,77.5214433,1922.4556106166667,3
unplanned,High,0,18,4,13.010814,77.5836806,132.05544243333333,3
unplanned,Low,0,18,4,13.04648015,77.50384754,133.23323718333333,2
unplanned,High,0,18,4,13.0765895,77.5923254,160.77750596666667,3
unplanned,Low,0,21,4,12.8856454,77.541635,19.221561183333332,0
unplanned,High,0,21,4,12.9357223,77.5134413,17.062712316666666,2
unplanned,High,0,21,4,12.92071012,77.66535994,175.55543029999998,3
unplanned,Low,0,19,4,13.055969,77.4760833,147.13953213333335,2
planned,High,0,21,4,12.9694578,77.7006343,715.3160708166666,3
unplanned,Low,0,21,4,13.0200506,77.7094059,35.281999049999996,0
unplanned,High,0,22,4,12.9556427,77.545929,154.75041236666667,3
unplanned,Low,0,22,4,12.9137365,77.6774246,1.0946760500000001,0
unplanned,Low,0,22,4,12.9137307,77.6775918,3015.3421913166667,2
unplanned,High,1,22,4,12.9964726,77.5845948,127.79201816666667,3
unplanned,High,0,20,4,13.026353,77.544093,178.2507373166667,3
unplanned,Low,0,19,4,12.9616777,77.6305228,9.909072633333333,0
unplanned,High,0,0,5,12.9061591,77.5856052,20.211203416666667,2
unplanned,High,0,22,4,12.9964326,77.5846186,141.64393971666667,3
unplanned,High,0,1,5,13.0471823,77.5687914,135.72026885,3
unplanned,High,0,22,4,12.9964147,77.5846199,122.87225021666667,3
unplanned,Low,0,2,5,12.9763384,77.575645,6.131501016666666,0
unplanned,Low,0,21,4,12.981767,77.5601309,168.71702161666664,2
unplanned,Low,0,23,4,12.9725476,77.5079739,160.90289249999998,2
unplanned,Low,0,19,4,12.9735765,77.5693008,78.2774947,1
unplanned,High,0,19,4,13.022045,77.6497867,171.28554983333333,3
unplanned,High,0,4,5,12.9354371,77.536311,36.08605643333333,2
unplanned,Low,0,3,5,13.0022947,77.6158366,1.7844767833333333,0
unplanned,High,0,2,5,13.0690187,77.5928063,173.65435818333333,3
unplanned,Low,0,2,5,12.9397541,77.7473664,155.8676643166667,2
unplanned,High,0,20,4,12.9859956,77.5893687,144.95267478333332,3
unplanned,High,0,6,5,12.8878816,77.6407286,31.520573033333335,2
unplanned,High,0,20,4,12.9692805,77.7006521,8801.107604216666,3
unplanned,High,0,5,5,13.0451892,77.5070112,132.2670364,3
unplanned,Low,0,19,4,12.9360198,77.7068567,129.4284463,2
unplanned,High,0,6,5,13.0424656,77.5148652,140.3672169333333,3
unplanned,High,0,19,4,12.9711964,77.6995594,154.11380633333334,3
unplanned,High,0,3,5,12.9883029,77.509169,172.00261868333334,3
unplanned,Low,0,6,5,12.9898004,77.5721914,72.34147603333332,1
unplanned,High,0,6,5,12.92227542,77.61942577,96.5241556,3
unplanned,Low,0,6,5,12.913843,77.6774956,2522.9359043,2
unplanned,High,0,6,5,13.1092587,77.6039334,159.82012375000002,3
unplanned,Low,0,22,4,13.0386532,77.5740578,508.2992390666667,2
unplanned,High,0,21,4,12.9154072,77.5653126,75.99775528333333,3
unplanned,High,0,5,5,12.9891588,77.5002047,167.44053856666667,3
unplanned,High,0,5,5,13.0454067,77.5804235,154.33990046666668,3
unplanned,High,0,5,5,13.0107881,77.6620919,169.8114797833333,3
unplanned,High,0,6,5,13.0380265,77.5218887,129.95274498333333,3
unplanned,High,0,8,5,12.961075,77.6373946,10.359373833333333,2
planned,Low,1,22,4,12.9712598,77.597572,197.56925401666666,2
unplanned,High,0,19,4,13.0219533,77.6496153,163.77471913333332,3
unplanned,High,0,7,5,13.0967428,77.5980771,102.29849803333333,3
unplanned,High,0,9,5,13.03895,77.5895433,10.859754400000002,2
unplanned,High,0,22,4,12.97457646,77.62552477,4.53046315,2
unplanned,Low,0,21,4,13.0081323,77.6928683,135.48738856666668,2
unplanned,High,0,20,4,13.0467793,77.5657141,126.62809718333332,3
unplanned,High,0,17,5,13.1083256,77.602945,120.29407978333333,3
unplanned,Low,0,23,4,13.0686851,77.4480875,171.63737559999998,2
unplanned,High,0,19,4,12.9834372,77.5910288,174.99231360000002,3
unplanned,High,0,17,5,12.9955054,77.6656028,80.29286535,3
unplanned,High,1,23,4,13.0416934,77.6141348,11.036760916666667,2
unplanned,Low,0,19,5,12.9831222,77.560473,10.22446045,0
unplanned,High,0,18,5,12.9241031,77.6488026,16.53580991666667,2
unplanned,High,0,17,5,12.9480061,77.5350513,121.93920028333334,3
unplanned,High,0,17,5,13.1219878,77.6106476,160.25854011666667,3
unplanned,High,0,20,5,12.9329717,77.5086981,36.87994801666667,2
unplanned,High,0,21,5,12.9649995,77.5347577,153.76327461666668,3
unplanned,High,0,0,5,12.9979557,77.553242,155.38493513333333,3
planned,High,0,21,5,13.049104,77.5932567,7.147983433333334,2
unplanned,Low,0,21,5,12.9930661,77.6072646,83.28090113333333,1
unplanned,Low,1,0,5,13.0483496,77.6454296,373.3400940833333,2
unplanned,High,0,22,5,12.9474857,77.5334546,145.65105918333333,3
unplanned,Low,0,22,5,12.9946463,77.757638,23.753298683333334,0
unplanned,Low,0,20,5,12.9389754,77.5982845,178.25065648333333,2
unplanned,Low,0,23,5,12.8404633,77.6521017,73.46585520000001,1
unplanned,High,0,23,5,12.990066,77.5051704,72.26638113333334,3
unplanned,High,0,23,5,13.0332299,77.5882243,92.67076003333334,3
unplanned,High,0,0,6,12.9559289,77.5459051,14.5656122,2
unplanned,High,0,23,5,12.9900093,77.5051989,136.21138425,3
unplanned,Low,0,0,6,13.0198953,77.7095235,12.90432295,0
unplanned,Low,0,0,5,13.0085344,77.5715468,1.8805729166666665,0
unplanned,High,0,0,6,12.9991066,77.6747282,82.00219771666666,3
unplanned,Low,0,1,6,12.9978016,77.6098254,172.80448669999998,2
unplanned,High,0,1,5,12.8854753,77.5965566,8.7912655,2
unplanned,Low,0,22,4,12.979657,77.5710764,164.54036836666668,2
unplanned,High,0,2,6,13.030071,77.536943,102.77983354999999,3
unplanned,High,0,2,6,13.0140206,77.5675162,165.90997633333333,3
unplanned,High,0,2,6,13.1025028,77.5994852,1654.0888025333334,3
unplanned,High,0,1,6,13.0455545,77.505774,104.3606748,3
unplanned,Low,0,1,5,12.99601,77.75823,11.195320116666666,0
unplanned,High,0,1,6,13.0428518,77.5510758,127.02955433333334,3
unplanned,High,0,1,6,13.035473,77.5890568,131.36195618333332,3
unplanned,Low,0,3,6,12.9519615,77.4996318,79.53191238333334,1
unplanned,Low,0,3,6,12.8829772,77.752955,20.829142666666666,0
unplanned,Low,0,2,5,13.0982087,77.5712693,0.8491233333333333,0
unplanned,Low,0,2,6,13.0738494,77.4396108,140.77738575,2
unplanned,High,0,2,6,13.0375682,77.6270117,155.4700909,3
unplanned,Low,0,5,6,12.9605694,77.5042779,17.161744300000002,0
unplanned,High,0,4,6,12.9423299,77.5312866,121.7480878,3
unplanned,High,0,4,6,12.974095,77.601415,160.1032977,3
unplanned,Low,0,2,5,12.9485683,77.5934648,69.83975466666668,1
unplanned,High,0,0,5,12.9539748,77.5433401,150.1267916333333,3
planned,High,1,0,5,13.0418551,77.6138337,123.60729903333332,3
unplanned,High,0,3,5,13.0290051,77.5402099,10.261219083333334,2
unplanned,High,0,5,6,12.9287199,77.5454335,160.06108045000002,3
unplanned,Low,0,5,6,13.0102,77.5903783,15.854282233333333,0
unplanned,High,0,6,6,12.9592991,77.6545459,40.82496125,2
unplanned,High,0,4,5,13.039407,77.6414637,121.15166736666667,3
unplanned,High,0,5,5,12.9063976,77.629448,144.17533676666665,3
unplanned,High,0,5,5,12.9675759,77.6063726,39.93153236666667,2
unplanned,Low,1,6,5,12.9392078,77.5800529,52.854736083333336,0
unplanned,Low,0,6,5,12.9437435,77.5799452,2.0745988333333334,0
unplanned,Low,1,6,5,12.9168228,77.5858813,12.974202066666667,0
unplanned,High,0,6,5,13.0086669,77.5487517,8.15645095,2
unplanned,Low,0,6,5,12.948058,77.5739248,45.86103,0
planned,Low,0,6,5,13.0469097,77.6445369,4377.577843399999,2
unplanned,Low,0,6,5,12.9814912,77.5865964,2.8379707666666665,0
unplanned,High,0,7,6,12.9856687,77.5977511,14.8437577,2
unplanned,High,0,7,5,12.975762,77.5646846,24.955134649999998,2
unplanned,Low,0,8,6,12.9156273,77.5694489,22.23222121666667,0
unplanned,Low,1,6,5,12.916885,77.5858733,6.3100688499999995,0
unplanned,Low,0,9,6,13.2675104,77.7198706,32.981926566666665,0
unplanned,Low,0,8,6,12.9154399,77.5694428,150.2608793166667,2
unplanned,Low,0,12,6,12.9591976,77.5227753,167.31695443333334,2
unplanned,Low,0,12,6,13.0390527,77.7395319,147.38987181666667,2
unplanned,High,0,7,5,12.9065364,77.5734677,4.03347325,2
